text_content,event_type
Hot summer breeze and blistering sunshine making commute difficult in Bengaluru.,Heatwave
mild overcast weather in visakhapatnam with pleasant afternoon breeze and clear skies.,Other
Loud thunderclaps and torrential rain accompanied by high lightning activity in Chennai.,Thunderstorm
incessant rainfall leading to severe waterlogging on main roads in indore. water levels reaching 2 feet deep.,Flood
continuous lightning and severe thunderclaps terrifying residents across bengaluru.,Thunderstorm
Scorching heatwave conditions in Kochi with mercury touching 44.5 degrees celsius.,Heatwave
Thick smog and mist blinding early morning commute across key highways in Lucknow.,Fog
Extreme monsoon rain submerges underpasses in Bhubaneswar. Emergency services responding to waterlogging.,Flood
Scorching heatwave conditions in Lucknow with mercury touching 44.5 degrees celsius.,Heatwave
strong squall and dust storm causing tree branches to snap in outer bhubaneswar.,DustStorm
Strong winds and high velocity squalls creating hazardous conditions in Visakhapatnam.,StrongWind
Misty morning and poor visibility causing slow moving traffic on arterial roads in Bhubaneswar.,Fog
Violent windstorm knocking down hoardings and electrical poles across Kochi.,StrongWind
strong winds and high velocity squalls creating hazardous conditions in pune.,StrongWind
mild overcast weather in kochi with pleasant afternoon breeze and clear skies.,Other
Thick dust clouds and turbulent winds creating blinding dust haze in Surat.,DustStorm
Dense fog advisory active in Kolkata. Drivers urged to keep fog lights on.,Fog
Severe weather alert: thunderstorm with sudden wind squalls hitting Guwahati this evening.,Thunderstorm
Severe heat stroke alert active across Bhopal. Temperatures expected to exceed 45C tomorrow.,Heatwave
Sudden duststorm engulfing highway corridors near Hyderabad with high wind speeds.,DustStorm
Mild overcast weather in Ahmedabad with pleasant afternoon breeze and clear skies.,Other
"Massive dust storm sweeping through Surat, pushing thick dust clouds into residential areas.",DustStorm
Blistering heatwave and hot dry winds blowing across Kochi. Authorities issue heat advisory.,Heatwave
Scorching heatwave conditions in Pune with mercury touching 44.5 degrees celsius.,Heatwave
Extreme monsoon downpour submerges underpasses in Chandigarh. Emergency services responding to waterlogging.,Flood
Blistering heatwave and hot dry winds blowing across Pune. Authorities issue heat advisory.,Heatwave
Incessant rainfall leading to severe waterlogging on main roads in Patna. Water levels reaching 2 feet deep.,Flood
Torrential downpour has inundated low-lying residential sectors near Bhubaneswar. Stranded vehicles reported.,Flood
Extreme monsoon downpour submerges underpasses in Jaipur. Emergency services responding to waterlogging.,Flood
Normal seasonal weather condition recorded in Pune today. No warnings issued.,Other
Blinding dust haze and windstorm disrupting local markets in Bhopal.,DustStorm
Zero visibility reported in Chennai due to heavy blinding fog. Flight operations delayed.,Fog
Torrential downpour has inundated low-lying residential sectors near Jaipur. Stranded vehicles reported.,Flood
Violent windstorm knocking down hoardings and electrical poles across Guwahati.,StrongWind
Incessant rainfall leading to severe waterlogging on main roads in Bengaluru. Water levels reaching 2 feet deep.,Flood
Humidity levels rising slightly in Pune with moderate cloud cover.,Other
Zero visibility reported in Hyderabad due to heavy blinding fog. Flight operations delayed.,Fog
"Tempest winds tearing through streets of Lucknow, downing power cables.",StrongWind
Mild overcast weather in Surat with pleasant afternoon breeze and clear skies.,Other
Extreme monsoon rain submerges underpasses in Guwahati. Emergency services responding to waterlogging.,Flood
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Indore.,StrongWind
Dense fog advisory active in Bengaluru. Drivers urged to keep fog lights on.,Fog
Scorching heatwave conditions in Chennai with mercury touching 44.5 degrees celsius.,Heatwave
Torrential downpour has inundated low-lying residential sectors near Mumbai. Stranded vehicles reported.,Flood
Blistering heatwave and hot dry winds blowing across Kochi. Authorities issue heat advisory.,Heatwave
Heavy deluge causing river overflow and heavy urban flooding in outskirts of Bengaluru.,Flood
Hot summer breeze and blistering sunshine making commute difficult in Bhopal.,Heatwave
Strong squall and dust storm causing tree branches to snap in outer Ahmedabad.,DustStorm
heavy deluge causing river overflow and severe urban flooding in outskirts of ahmedabad.,Flood
Incessant rainfall leading to severe waterlogging on main roads in Visakhapatnam. Water levels reaching 2 feet deep.,Flood
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Chennai.,StrongWind
Torrential downpour has inundated low-lying residential sectors near Indore. Stranded vehicles reported.,Flood
Normal seasonal weather condition recorded in Indore today. No warnings issued.,Other
partly cloudy sky observed in bhopal with gentle evening breeze.,Other
Dense fog advisory active in Pune. Drivers urged to keep fog lights on.,Fog
Blinding sandstorm and severe dust haze rapidly reducing visibility across Bhopal.,DustStorm
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Patna.,Thunderstorm
Extreme monsoon rain submerges underpasses in Guwahati. Emergency services responding to waterlogging.,Flood
Partly cloudy sky observed in Chandigarh with gentle evening breeze.,Other
Strong winds and high velocity squalls creating hazardous conditions in Kolkata.,StrongWind
Thick smog and mist blinding early morning commute across key highways in Chennai.,Fog
"Massive dust storm sweeping through Jaipur, pushing thick dust clouds into residential areas.",DustStorm
Mercury hits seasonal high in Chandigarh. High temperature causing unbearable heatwave conditions.,Heatwave
Continuous lightning and severe thunderclaps terrifying residents across Patna.,Thunderstorm
Misty morning and poor visibility causing slow moving traffic on arterial roads in Visakhapatnam.,Fog
Violent windstorm knocking down hoardings and electrical poles across Pune.,StrongWind
Strong squall and dust storm causing tree branches to snap in outer Pune.,DustStorm
Blinding dust haze and windstorm disrupting local markets in Indore.,DustStorm
Gale force winds and cyclone warnings issued for coastal areas surrounding Patna.,StrongWind
Smog and low visibility enveloping entire city center of Kolkata during early hours.,Fog
blinding sandstorm and severe dust haze rapidly reducing visibility across chennai.,DustStorm
Severe gusty winds uprooting large trees and damaging tin roofs in Jaipur.,StrongWind
Sweltering heat and extreme sunstroke warnings issued for residents in Guwahati today.,Heatwave
Smog and low visibility enveloping entire city center of Bhubaneswar during early hours.,Fog
Thick smog and mist blinding early morning commute across key highways in Pune.,Fog
torrential downpour has inundated low-lying residential sectors near hyderabad. stranded vehicles reported.,Flood
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Delhi.,Thunderstorm
Severe weather alert: thunderstorm with sudden wind squalls hitting Delhi this evening.,Thunderstorm
flooding reported in bengaluru after 4 hours of non-stop rain. submerged streets disrupting traffic.,Flood
Severe gusty winds uprooting large trees and damaging tin roofs in Kolkata.,StrongWind
Partly cloudy sky observed in Chennai with gentle evening breeze.,Other
Mild overcast weather in Mumbai with pleasant afternoon breeze and clear skies.,Other
Blinding sandstorm and severe dust haze rapidly reducing visibility across Visakhapatnam.,DustStorm
Dense fog advisory active in Lucknow. Drivers urged to keep fog lights on.,Fog
Clear blue skies and comfortable temperature recorded across Patna today.,Other
Continuous lightning and severe thunderclaps terrifying residents across Visakhapatnam.,Thunderstorm
Intense thunderstorm activity with heavy rain and small hail reported in suburban Lucknow.,Thunderstorm
Dense winter fog reducing visibility to below 20 meters near airport road in Visakhapatnam.,Fog
Clear blue skies and comfortable temperature recorded across Delhi today.,Other
Mercury hits seasonal high in Delhi. High temperature causing unbearable heatwave conditions.,Heatwave
Waterlogging reported near railway station and main bus terminus in Visakhapatnam. Commuters advised to avoid.,Flood
Thick dust clouds and turbulent winds creating blinding dust haze in Bengaluru.,DustStorm
Light scattered drizzle in parts of Indore followed by mild sunshine.,Other
Strong squall and dust storm causing tree branches to snap in outer Nagpur.,DustStorm
mercury hits seasonal high in indore. high temperature causing unbearable heatwave conditions.,Heatwave
Mercury hits seasonal high in Chandigarh. High temperature causing unbearable heatwave conditions.,Heatwave
Loud thunderclaps and torrential downpour accompanied by high lightning activity in Visakhapatnam.,Thunderstorm
Dense winter fog reducing visibility to below 20 meters near airport road in Chandigarh.,Fog
Torrential downpour has inundated low-lying residential sectors near Bengaluru. Stranded vehicles reported.,Flood
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Hyderabad.,StrongWind
Mercury hits seasonal high in Mumbai. High temperature causing unbearable heatwave conditions.,Heatwave
Partly cloudy sky observed in Visakhapatnam with gentle evening breeze.,Other
Severe heat stroke alert active across Ahmedabad. Temperatures expected to exceed 45C tomorrow.,Heatwave
Flooding reported in Bhubaneswar after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Mild overcast weather in Pune with pleasant afternoon breeze and clear skies.,Other
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Patna.,Thunderstorm
Mild overcast weather in Bengaluru with pleasant afternoon breeze and clear skies.,Other
Clear blue skies and comfortable temperature recorded across Chandigarh today.,Other
Blinding sandstorm and severe dust haze rapidly reducing visibility across Bhubaneswar.,DustStorm
Violent windstorm knocking down hoardings and electrical poles across Pune.,StrongWind
Flooding reported in Ahmedabad after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Violent windstorm knocking down hoardings and electrical poles across Lucknow.,StrongWind
Mercury hits seasonal high in Indore. High temperature causing unbearable heatwave conditions.,Heatwave
Severe weather alert: thunderstorm with sudden wind squalls hitting Chandigarh this evening.,Thunderstorm
Severe weather alert: thunderstorm with sudden wind squalls hitting Bhopal this evening.,Thunderstorm
Blinding dust haze and windstorm disrupting local markets in Chennai.,DustStorm
Torrential downpour has inundated low-lying residential sectors near Kochi. Stranded vehicles reported.,Flood
"Massive dust storm sweeping through Bengaluru, pushing thick dust clouds into residential areas.",DustStorm
incessant rainfall leading to severe waterlogging on main roads in kolkata. water levels reaching 2 feet deep.,Flood
Sweltering heat and extreme sunstroke warnings issued for residents in Visakhapatnam today.,Heatwave
Flooding reported in Chandigarh after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Blinding dust haze and windstorm disrupting local markets in Jaipur.,DustStorm
Strong squall and dust storm causing tree branches to snap in outer Visakhapatnam.,DustStorm
Clear blue skies and comfortable temperature recorded across Delhi today.,Other
Clear blue skies and comfortable temperature recorded across Indore today.,Other
Heavy deluge causing river overflow and severe urban flooding in outskirts of Mumbai.,Flood
Violent windstorm knocking down hoardings and electrical poles across Visakhapatnam.,StrongWind
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Pune.,StrongWind
"Massive dust storm sweeping through Bhubaneswar, pushing thick dust clouds into residential areas.",DustStorm
Blistering heatwave and hot dry winds blowing across Bhubaneswar. Authorities issue heat advisory.,Heatwave
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Chennai.,Thunderstorm
Sweltering heat and extreme sunstroke warnings issued for residents in Mumbai today.,Heatwave
Light scattered drizzle in parts of Pune followed by mild sunshine.,Other
Flooding reported in Nagpur after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Hot summer breeze and blistering sunshine making commute difficult in Pune.,Heatwave
Strong squall and dust storm causing tree branches to snap in outer Nagpur.,DustStorm
Severe heat stroke alert active across Bhubaneswar. Temperatures expected to exceed 45C tomorrow.,Heatwave
Extreme monsoon rain submerges underpasses in Kolkata. Emergency services responding to waterlogging.,Flood
Blinding dust haze and windstorm disrupting local markets in Indore.,DustStorm
severe weather alert: thunderstorm with sudden wind squalls hitting indore this evening.,Thunderstorm
Extreme monsoon rain submerges underpasses in Indore. Emergency services responding to waterlogging.,Flood
Waterlogging reported near railway station and main bus terminus in Bhubaneswar. Commuters advised to avoid.,Flood
misty morning and poor visibility causing slow moving traffic on arterial roads in kochi.,Fog
"Massive dust storm sweeping through Ahmedabad, pushing thick dust clouds into residential areas.",DustStorm
Light scattered drizzle in parts of Jaipur followed by mild sunshine.,Other
Strong winds and high velocity squalls creating hazardous conditions in Lucknow.,StrongWind
zero visibility reported in chandigarh due to heavy blinding fog. flight operations delayed.,Fog
Misty morning and poor visibility causing slow moving traffic on arterial roads in Pune.,Fog
Humidity levels rising slightly in Mumbai with moderate cloud cover.,Other
Severe heat stroke alert active across Visakhapatnam. Temperatures expected to exceed 45C tomorrow.,Heatwave
Gale force winds and cyclone warnings issued for coastal areas surrounding Chandigarh.,StrongWind
Severe gusty winds uprooting large trees and damaging tin roofs in Delhi.,StrongWind
Severe gusty winds uprooting large trees and damaging tin roofs in Nagpur.,StrongWind
Thick dust clouds and turbulent winds creating blinding dust haze in Ahmedabad.,DustStorm
Scorching heatwave conditions in Mumbai with mercury touching 44.5 degrees celsius.,Heatwave
Continuous lightning and severe thunderclaps terrifying residents across Chennai.,Thunderstorm
Torrential downpour has inundated low-lying residential sectors near Kolkata. Stranded vehicles reported.,Flood
Thick smog and mist blinding early morning commute across key highways in Jaipur.,Fog
Intense thunderstorm activity with heavy rain and small hail reported in suburban Bengaluru.,Thunderstorm
Hot summer breeze and blistering sunshine making commute difficult in Kochi.,Heatwave
Extreme monsoon rain submerges underpasses in Chennai. Emergency services responding to waterlogging.,Flood
Waterlogging reported near railway station and main bus terminus in Patna. Commuters advised to avoid.,Flood
Extreme monsoon rain submerges underpasses in Guwahati. Emergency services responding to waterlogging.,Flood
Normal seasonal weather condition recorded in Nagpur today. No warnings issued.,Other
Gale force winds and cyclone warnings issued for coastal areas surrounding Surat.,StrongWind
Sweltering heat and extreme sunstroke warnings issued for residents in Kolkata today.,Heatwave
Sweltering heat and extreme sunstroke warnings issued for residents in Chennai today.,Heatwave
Partly cloudy sky observed in Bhubaneswar with gentle evening breeze.,Other
Misty morning and poor visibility causing slow moving traffic on arterial roads in Hyderabad.,Fog
loud thunderclaps and torrential rain accompanied by high lightning activity in bengaluru.,Thunderstorm
Violent windstorm knocking down hoardings and electrical poles across Visakhapatnam.,StrongWind
Zero visibility reported in Delhi due to heavy blinding fog. Flight operations delayed.,Fog
Severe gusty winds uprooting large trees and damaging tin roofs in Bhubaneswar.,StrongWind
Thick dust clouds and turbulent winds creating blinding dust haze in Ahmedabad.,DustStorm
Severe weather alert: thunderstorm with sudden wind squalls hitting Guwahati this evening.,Thunderstorm
continuous lightning and severe thunderclaps terrifying residents across kolkata.,Thunderstorm
Sudden duststorm engulfing highway corridors near Patna with high wind speeds.,DustStorm
Torrential downpour has inundated low-lying residential sectors near Patna. Stranded vehicles reported.,Flood
Waterlogging reported near railway station and main bus terminus in Patna. Commuters advised to avoid.,Flood
Humidity levels rising slightly in Chandigarh with moderate cloud cover.,Other
Mild overcast weather in Visakhapatnam with pleasant afternoon breeze and clear skies.,Other
Zero visibility reported in Lucknow due to heavy blinding fog. Flight operations delayed.,Fog
Violent windstorm knocking down hoardings and electrical poles across Hyderabad.,StrongWind
"Tempest winds tearing through streets of Chennai, downing power cables.",StrongWind
Waterlogging reported near railway station and main bus terminus in Surat. Commuters advised to avoid.,Flood
Partly cloudy sky observed in Chandigarh with gentle evening breeze.,Other
Torrential downpour has inundated low-lying residential sectors near Chennai. Stranded vehicles reported.,Flood
"Massive dust storm sweeping through Kochi, pushing thick dust clouds into residential areas.",DustStorm
Torrential downpour has inundated low-lying residential sectors near Mumbai. Stranded vehicles reported.,Flood
Incessant downpourfall leading to heavy waterlogging on main roads in Hyderabad. Water levels reaching 2 feet deep.,Flood
Clear blue skies and comfortable temperature recorded across Indore today.,Other
Incessant rainfall leading to severe waterlogging on main roads in Nagpur. Water levels reaching 2 feet deep.,Flood
incessant rainfall leading to severe waterlogging on main roads in nagpur. water levels reaching 2 feet deep.,Flood
blistering heatwave and hot dry winds blowing across kolkata. authorities issue heat advisory.,Heatwave
Mild overcast weather in Hyderabad with pleasant afternoon breeze and clear skies.,Other
Incessant rainfall leading to severe waterlogging on main roads in Mumbai. Water levels reaching 2 feet deep.,Flood
Dense fog advisory active in Chennai. Drivers urged to keep fog lights on.,Fog
Gale force winds and cyclone warnings issued for coastal areas surrounding Ahmedabad.,StrongWind
Sudden duststorm engulfing highway corridors near Kochi with high wind speeds.,DustStorm
Flooding reported in Bhubaneswar after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Pune.,StrongWind
Sweltering heat and extreme sunstroke warnings issued for residents in Patna today.,Heatwave
Sweltering heat and extreme sunstroke warnings issued for residents in Bhopal today.,Heatwave
Severe gusty winds uprooting large trees and damaging tin roofs in Indore.,StrongWind
Blinding sandstorm and severe dust haze rapidly reducing visibility across Kochi.,DustStorm
Strong squall and dust storm causing tree branches to snap in outer Guwahati.,DustStorm
Strong winds and high velocity squalls creating hazardous conditions in Hyderabad.,StrongWind
Blinding dust haze and windstorm disrupting local markets in Bengaluru.,DustStorm
Flooding reported in Bhubaneswar after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Scorching heatwave conditions in Surat with mercury touching 44.5 degrees celsius.,Heatwave
Severe weather alert: thunderstorm with sudden wind squalls hitting Mumbai this evening.,Thunderstorm
Thick smog and mist blinding early morning commute across key highways in Kochi.,Fog
Humidity levels rising slightly in Visakhapatnam with moderate cloud cover.,Other
Blinding dust haze and windstorm disrupting local markets in Lucknow.,DustStorm
Misty morning and poor visibility causing slow moving traffic on arterial roads in Patna.,Fog
humidity levels rising slightly in chandigarh with moderate cloud cover.,Other
Heavy deluge causing river overflow and severe urban flooding in outskirts of Chandigarh.,Flood
Torrential downpour has inundated low-lying residential sectors near Patna. Stranded vehicles reported.,Flood
Dense winter fog reducing visibility to below 20 meters near airport road in Surat.,Fog
"Tempest winds tearing through streets of Delhi, downing power cables.",StrongWind
Zero visibility reported in Bengaluru due to heavy blinding fog. Flight operations delayed.,Fog
severe heat stroke alert active across chandigarh. temperatures expected to exceed 45c tomorrow.,Heatwave
Thick smog and mist blinding early morning commute across key highways in Indore.,Fog
Zero visibility reported in Mumbai due to heavy blinding fog. Flight operations delayed.,Fog
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Chandigarh.,Thunderstorm
Thick smog and mist blinding early morning commute across key highways in Jaipur.,Fog
Waterlogging reported near railway station and main bus terminus in Jaipur. Commuters advised to avoid.,Flood
Cloudburst and heavy hailstorm disrupting power supply and damaging crops near Chandigarh.,Thunderstorm
Blinding dust haze and windstorm disrupting local markets in Kolkata.,DustStorm
Thick smog and mist blinding early morning commute across key highways in Bhubaneswar.,Fog
Sudden duststorm engulfing highway corridors near Nagpur with high wind speeds.,DustStorm
Continuous lightning and heavy thunderclaps terrifying residents across Delhi.,Thunderstorm
Dense fog advisory active in Visakhapatnam. Drivers urged to keep fog lights on.,Fog
Partly cloudy sky observed in Nagpur with gentle evening breeze.,Other
"massive dust storm sweeping through patna, pushing thick dust clouds into residential areas.",DustStorm
Cloudburst and severe hailstorm disrupting power supply and damaging crops near Pune.,Thunderstorm
Blistering heatwave and hot dry winds blowing across Guwahati. Authorities issue heat advisory.,Heatwave
Blistering heatwave and hot dry winds blowing across Surat. Authorities issue heat advisory.,Heatwave
Strong squall and dust storm causing tree branches to snap in outer Nagpur.,DustStorm
Cloudburst and heavy hailstorm disrupting power supply and damaging crops near Jaipur.,Thunderstorm
Severe heat stroke alert active across Kochi. Temperatures expected to exceed 45C tomorrow.,Heatwave
loud thunderclaps and torrential rain accompanied by high lightning activity in ahmedabad.,Thunderstorm
Clear blue skies and comfortable temperature recorded across Hyderabad today.,Other
strong winds and high velocity squalls creating hazardous conditions in kochi.,StrongWind
Dense winter fog reducing visibility to below 20 meters near airport road in Mumbai.,Fog
Sweltering heat and extreme sunstroke warnings issued for residents in Mumbai today.,Heatwave
Normal seasonal weather condition recorded in Mumbai today. No warnings issued.,Other
Blinding dust haze and windstorm disrupting local markets in Ahmedabad.,DustStorm
dense fog advisory active in hyderabad. drivers urged to keep fog lights on.,Fog
Blinding sandstorm and heavy dust haze rapidly reducing visibility across Nagpur.,DustStorm
Misty morning and poor visibility causing slow moving traffic on arterial roads in Kolkata.,Fog
Sweltering heat and extreme sunstroke warnings issued for residents in Hyderabad today.,Heatwave
"tempest winds tearing through streets of guwahati, downing power cables.",StrongWind
Torrential downpour has inundated low-lying residential sectors near Ahmedabad. Stranded vehicles reported.,Flood
Extreme monsoon downpour submerges underpasses in Chennai. Emergency services responding to waterlogging.,Flood
Strong squall and dust storm causing tree branches to snap in outer Pune.,DustStorm
Loud thunderclaps and torrential rain accompanied by high lightning activity in Visakhapatnam.,Thunderstorm
Thick smog and mist blinding early morning commute across key highways in Kochi.,Fog
Scorching heatwave conditions in Hyderabad with mercury touching 44.5 degrees celsius.,Heatwave
"Massive dust storm sweeping through Surat, pushing thick dust clouds into residential areas.",DustStorm
Gale force winds and cyclone warnings issued for coastal areas surrounding Nagpur.,StrongWind
Severe heat stroke alert active across Mumbai. Temperatures expected to exceed 45C tomorrow.,Heatwave
violent windstorm knocking down hoardings and electrical poles across chandigarh.,StrongWind
Thick smog and mist blinding early morning commute across key highways in Mumbai.,Fog
"Tempest winds tearing through streets of Hyderabad, downing power cables.",StrongWind
Smog and low visibility enveloping entire city center of Surat during early hours.,Fog
Hot summer breeze and blistering sunshine making commute difficult in Lucknow.,Heatwave
violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting ahmedabad.,Thunderstorm
Hot summer breeze and blistering sunshine making commute difficult in Ahmedabad.,Heatwave
Thick dust clouds and turbulent winds creating blinding dust haze in Chandigarh.,DustStorm
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Delhi.,Thunderstorm
Incessant rainfall leading to severe waterlogging on main roads in Kolkata. Water levels reaching 2 feet deep.,Flood
Flooding reported in Indore after 4 hours of non-stop rain. Submerged streets disrupting traffic.,Flood
Humidity levels rising slightly in Mumbai with moderate cloud cover.,Other
Mild overcast weather in Mumbai with pleasant afternoon breeze and clear skies.,Other
Continuous lightning and heavy thunderclaps terrifying residents across Nagpur.,Thunderstorm
Extreme monsoon rain submerges underpasses in Kochi. Emergency services responding to waterlogging.,Flood
Continuous lightning and severe thunderclaps terrifying residents across Hyderabad.,Thunderstorm
Mild overcast weather in Jaipur with pleasant afternoon breeze and clear skies.,Other
Mercury hits seasonal high in Chennai. High temperature causing unbearable heatwave conditions.,Heatwave
Dense winter fog reducing visibility to below 20 meters near airport road in Bhopal.,Fog
Sweltering heat and extreme sunstroke warnings issued for residents in Surat today.,Heatwave
Sudden duststorm engulfing highway corridors near Chennai with high wind speeds.,DustStorm
"Massive dust storm sweeping through Hyderabad, pushing thick dust clouds into residential areas.",DustStorm
Mild overcast weather in Ahmedabad with pleasant afternoon breeze and clear skies.,Other
"Massive dust storm sweeping through Nagpur, pushing thick dust clouds into residential areas.",DustStorm
Torrential downpour has inundated low-lying residential sectors near Indore. Stranded vehicles reported.,Flood
Violent thunderstorm with frequent lightning strikes and sudden heavy downpour hitting Kochi.,Thunderstorm
Sudden duststorm engulfing highway corridors near Indore with high wind speeds.,DustStorm
Misty morning and poor visibility causing slow moving traffic on arterial roads in Nagpur.,Fog
Incessant downpourfall leading to heavy waterlogging on main roads in Patna. Water levels reaching 2 feet deep.,Flood
Dense fog advisory active in Bengaluru. Drivers urged to keep fog lights on.,Fog
Clear blue skies and comfortable temperature recorded across Bengaluru today.,Other
Strong winds and high velocity squalls creating hazardous conditions in Indore.,StrongWind
Thick dust clouds and turbulent winds creating blinding dust haze in Ahmedabad.,DustStorm
normal seasonal weather condition recorded in bhopal today. no warnings issued.,Other
Humidity levels rising slightly in Bengaluru with moderate cloud cover.,Other
cloudburst and severe hailstorm disrupting power supply and damaging crops near bhubaneswar.,Thunderstorm
Scorching heatwave conditions in Bengaluru with mercury touching 44.5 degrees celsius.,Heatwave
Violent windstorm knocking down hoardings and electrical poles across Jaipur.,StrongWind
Zero visibility reported in Hyderabad due to heavy blinding fog. Flight operations delayed.,Fog
Blistering heatwave and hot dry winds blowing across Bengaluru. Authorities issue heat advisory.,Heatwave
Sudden duststorm engulfing highway corridors near Ahmedabad with high wind speeds.,DustStorm
Thick smog and mist blinding early morning commute across key highways in Pune.,Fog
Extreme monsoon rain submerges underpasses in Ahmedabad. Emergency services responding to waterlogging.,Flood
High wind gusts exceeding 75 km/h causing structural damages in commercial hubs of Bengaluru.,StrongWind
strong winds and high velocity squalls creating hazardous conditions in nagpur.,StrongWind
hot summer breeze and blistering sunshine making commute difficult in bengaluru.,Heatwave
